Timestamp,AccountName,FileName,ProcessCommandLine,ThreatLevel,SHA256
"Jul 26, 2025 12:00:04 PM",rafi03,tor-browser-windows-x86_64-portable-14.5.5.exe,tor-browser-windows-x86_64-portable-14.5.5.exe  /S,HIGH - Silent Install,6d38a13c6a5865b373ef1e1ffcd31b3f359abe896571d27fa666ce71c486a40d
