Timestamp,ActionType,FileName,FolderPath,SHA256,RiskScore
"Jul 26, 2025 12:00:41 PM",FileCreated,VisualElements_70.png,C:\Users\Rafi03\Desktop\Tor Browser\Browser\browser\VisualElements\VisualElements_70.png,35008f212eccfa81cdfeb6928571bcb8e8f689d8c8d940827682d37bc1bcdf06,3
"Jul 26, 2025 12:00:41 PM",FileCreated,channel-prefs.js,C:\Users\Rafi03\Desktop\Tor Browser\Browser\defaults\pref\channel-prefs.js,7d9d37eff1dc4e59a6437026602f1953ef58ee46ff3d81dbb8e13b0fd0bec86b,3
"Jul 26, 2025 12:00:41 PM",FileCreated,{73a6fe31-595d-460b-a920-fcc0f8843232}.xpi,C:\Users\Rafi03\Desktop\Tor Browser\Browser\distribution\extensions\{73a6fe31-595d-460b-a920-fcc0f8843232}.xpi,9d978cfe083cb9cce120b5ee41e8933d752d7ab4680bf517c5ec4b29c4cfd2dc,3
"Jul 26, 2025 12:00:41 PM",FileCreated,000_README.txt,C:\Users\Rafi03\Desktop\Tor Browser\Browser\fonts\000_README.txt,14014e6904c0a496afaf2a7ba6f63926d16d4e8695862d3af439954434765de1,3
"Jul 26, 2025 12:00:44 PM",FileCreated,Tor Browser.lnk,C:\Users\Rafi03\Desktop\Tor Browser\Tor Browser.lnk,64b4057d4bb910f6d495cc67e05d2b633f6fc40be645dfb61a059a2e2e5549e1,3
"Jul 26, 2025 12:01:03 PM",FileCreated,cookies.sqlite,C:\Users\Rafi03\Desktop\Tor Browser\Browser\TorBrowser\Data\Browser\profile.default\cookies.sqlite,,3
"Jul 26, 2025 12:01:04 PM",FileCreated,prefs.js,C:\Users\Rafi03\Desktop\Tor Browser\Browser\TorBrowser\Data\Browser\profile.default\prefs.js,126c2954114f5eb49dda8cbecaac5dfd94b473af48a4698c5924a6a7965dcfb8,3
"Jul 26, 2025 12:01:05 PM",FileCreated,storage.sqlite,C:\Users\Rafi03\Desktop\Tor Browser\Browser\TorBrowser\Data\Browser\profile.default\storage.sqlite,,3
"Jul 26, 2025 12:01:05 PM",FileCreated,ls-archive.sqlite,C:\Users\Rafi03\Desktop\Tor Browser\Browser\TorBrowser\Data\Browser\profile.default\storage\ls-archive.sqlite,4bd50cf7f4256501131d26234b45edfce645a6d9514f79365dd661004654fbbb,3
"Jul 26, 2025 12:01:05 PM",FileCreated,prefs-1.js,C:\Users\Rafi03\Desktop\Tor Browser\Browser\TorBrowser\Data\Browser\profile.default\prefs-1.js,,3
"Jul 26, 2025 12:01:05 PM",FileCreated,3870112724rsegmnoittet-es.sqlite,C:\Users\Rafi03\Desktop\Tor Browser\Browser\TorBrowser\Data\Browser\profile.default\storage\permanent\chrome\idb\3870112724rsegmnoittet-es.sqlite,6ac871d44ea0113f4a0c7665fec2bd532aa629b62f33c3c0143ab401a45598b4,3
"Jul 26, 2025 12:01:12 PM",FileCreated,bounce-tracking-protection.sqlite,C:\Users\Rafi03\Desktop\Tor Browser\Browser\TorBrowser\Data\Browser\profile.default\bounce-tracking-protection.sqlite,,3
"Jul 26, 2025 12:01:12 PM",FileCreated,places.sqlite,C:\Users\Rafi03\Desktop\Tor Browser\Browser\TorBrowser\Data\Browser\profile.default\places.sqlite,,3
"Jul 26, 2025 12:01:12 PM",FileCreated,favicons.sqlite,C:\Users\Rafi03\Desktop\Tor Browser\Browser\TorBrowser\Data\Browser\profile.default\favicons.sqlite,,3
"Jul 26, 2025 12:01:13 PM",FileCreated,content-prefs.sqlite,C:\Users\Rafi03\Desktop\Tor Browser\Browser\TorBrowser\Data\Browser\profile.default\content-prefs.sqlite,,3
"Jul 26, 2025 12:01:16 PM",FileCreated,storage-sync-v2.sqlite,C:\Users\Rafi03\Desktop\Tor Browser\Browser\TorBrowser\Data\Browser\profile.default\storage-sync-v2.sqlite,,3
"Jul 26, 2025 12:01:16 PM",FileCreated,3647222921wleabcEoxlt-eengsairo.sqlite,C:\Users\Rafi03\Desktop\Tor Browser\Browser\TorBrowser\Data\Browser\profile.default\storage\default\moz-extension+++96ea63de-5ebb-49b6-9a12-d39abe6e7cd9^userContextId=4294967295\idb\3647222921wleabcEoxlt-eengsairo.sqlite,6522c3f3943d5425083ab5e75bdeb8a2f81f56dacf619e932c73ab8f871e4ac1,3
"Jul 26, 2025 12:05:03 PM",FileCreated,formhistory.sqlite,C:\Users\Rafi03\Desktop\Tor Browser\Browser\TorBrowser\Data\Browser\profile.default\formhistory.sqlite,,3
"Jul 26, 2025 12:45:04 PM",FileCreated,tor-shopping-list.lnk,C:\Users\Rafi03\AppData\Roaming\Microsoft\Windows\Recent\tor-shopping-list.lnk,7b43dd0edda7e32199b1a72dfba70f765e4facd3b16f923373c419fcede45402,3
"Jul 26, 2025 12:45:09 PM",FileCreated,webappsstore.sqlite,C:\Users\Rafi03\Desktop\Tor Browser\Browser\TorBrowser\Data\Browser\profile.default\webappsstore.sqlite,5d77751c0c369d2712286ce161b93e4120945d4205f8ec31f26dbbb54845513e,3
"Jul 26, 2025 4:56:46 PM",FileCreated,tor-shopping.txt,C:\Users\Rafi03\Desktop\tor-shopping.txt,356372d637bb5cc0dadff3b7e611e11ef0650b8ab60de4f3b30be07c26875631,3
"Jul 26, 2025 4:56:46 PM",FileCreated,tor-shopping.lnk,C:\Users\Rafi03\AppData\Roaming\Microsoft\Windows\Recent\tor-shopping.lnk,8ede6108281bdb20926eef54132419dc6221d308da7024eda94744bb85f82b82,3
"Jul 26, 2025 4:57:44 PM",FileModified,tor-shopping.txt,C:\Users\Rafi03\Desktop\tor-shopping.txt,356372d637bb5cc0dadff3b7e611e11ef0650b8ab60de4f3b30be07c26875631,3
"Jul 26, 2025 4:57:44 PM",FileModified,tor-shopping.txt,C:\Users\Rafi03\Desktop\tor-shopping.txt,356372d637bb5cc0dadff3b7e611e11ef0650b8ab60de4f3b30be07c26875631,3
